seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr2	222423493	222425724	2232	*	15.548	0.01	526	SGPP2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	218856337	218861490	5154	*	15.538	0.056	527	WNT6	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr20	64047901	64049978	2078	*	15.508	0.125	528	SOX18, TCEA2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	165660343	165666825	6483	*	15.501	0.061	529	PDE10A	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr22	45973051	45973505	455	*	15.486	0.038	530	WNT7B	cpg_shores, introns, promoters
chr2	120342078	120349211	7134	*	15.485	0.038	531	INHBB	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	108121207	108121982	776	*	15.483	0.101	532	OSTM1	cpg_shores, exons, introns
chr4	143699774	143701634	1861	*	15.476	0.057	533	FREM3, LOC101927636, LOC105377459, AC107223.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	72923793	72927055	3263	*	15.456	0.05	534	EMX1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr1	50968070	50971066	2997	*	15.449	0.024	535	CDKN2C	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	3588403	3603394	14992	*	15.44	0.112	536	IRX1, AC016595.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr14	38254332	38256814	2483	*	15.435	0.09	537	CLEC14A, LOC112268136, AL355835.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	49294945	49298165	3221	*	15.433	0.082	538	PRPH, TROAP-AS1, AC125611.4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	27136929	27137449	521	*	15.422	0.102	539	HOXA-AS3, HOXA3, AC004080.6	cpg_shelves, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr7	91263347	91265990	2644	*	15.417	0.047	540	FZD1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr2	38073501	38077802	4302	*	15.415	0.077	541	CYP1B1, CYP1B1-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	45117578	45118403	826	*	15.414	0.085	542	DUOXA1, DUOXA2	3UTRs, cpg_shores, exons, introns
chr15	100917960	100920297	2338	*	15.394	-0.001	543	LRRK1, ALDH1A3-AS1, AC015712.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr21	34890624	34891358	735	*	15.361	0.448	544	LOC101928269, RUNX1	cpg_islands, enhancers_fantom, introns, promoters
chr15	89358443	89379587	21145	*	15.359	0.099	545	MIR9-3, MIR9-3HG, AC133637.1, AC133637.2	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr16	56617121	56617705	585	*	15.347	0.162	546	MT1L	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	135540901	135545211	4311	*	15.312	0.084	547	SLC25A48	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, introns
chr14	88326081	88327005	925	*	15.261	0.043	548	KCNK10	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	44951919	44956135	4217	*	15.244	0.052	549	AC012354.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	840426	844164	3739	*	15.202	0.119	550	DMRT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	181051988	181055061	3074	*	15.195	0.035	551	BTNL9	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	122220765	122221582	818	*	15.193	0.253	552	LHX6	5UTRs, cpg_shores, exons, firstexons, introns
chr5	159104403	159107522	3120	*	15.158	0.074	553	LOC107986467, LINC02202, AC134043.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	122463110	122463479	370	*	15.14	0.019	554	HTRA1	cpg_shores, enhancers_fantom, introns
chr14	60503095	60517233	14139	*	15.135	0.097	555	SIX6, C14orf39, AL049874.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	93567875	93589100	21226	*	15.125	0.088	556	NR2F1, NR2F1-AS1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	4738467	4740195	1729	*	15.117	0.019	557	CXCL16, ZMYND15	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	172447193	172450216	3024	*	15.09	0.118	558	GHSR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	128692107	128697371	5265	*	15.075	0.014	559	FLI1, SENCR	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	52782819	52791797	8979	*	15.051	0.067	560	ONECUT1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr13	20231245	20232755	1511	*	15.048	0.011	561	GJB6	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	79089112	79091942	2831	*	15.043	0.049	562	RASGRF1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	22251135	22254063	2929	*	15.023	0.026	563	LOC100130992, AL158211.5	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr8	22044298	22044505	208	*	15.01	0.283	564	FGF17	cpg_shelves, introns, promoters
chr17	49993117	49996274	3158	*	14.998	0.047	565	DLX3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	128903740	128904088	349	*	14.987	0.254	566	KCNJ5, KCNJ5-AS1	cpg_inter, enhancers_fantom, introns
chr3	27720290	27732150	11861	*	14.977	0.103	567	EOMES	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr5	93591867	93606311	14445	*	14.962	0.138	568	NR2F1, AC106818.1	3UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr18	59263256	59276708	13453	*	14.935	0.082	569	CPLX4, RAX	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr7	96995159	97001552	6394	*	14.927	0.104	570	DLX6-AS1	cpg_inter, cpg_shelves, cpg_shores, introns, lncrna_gencode
chr5	522938	525437	2500	*	14.925	0.086	571	SLC9A3, LOC107986395, AC106772.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	81959331	81962097	2767	*	14.919	0.033	572	NOTUM	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	49274431	49284276	9846	*	14.917	0.054	573	CBLN1, LOC102724859, LOC105371241, AC007614.1, AC044798.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr11	64299092	64301520	2429	*	14.91	0.031	574	KCNK4, KCNK4-TEX40, CATSPERZ, AP001453.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	70891655	70891957	303	*	14.877	0.313	575		cpg_shelves, intergenic
chr12	102954215	102967170	12956	*	14.873	0.081	576	ASCL1, PAH	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr6	5994001	6000368	6368	*	14.859	0.068	577	NRN1	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr4	4226027	4228295	2269	*	14.855	0.092	578	OTOP1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	25170401	25172217	1817	*	14.818	0.042	579	AMER2, LINC01053	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode
chr9	113062704	113062931	228	*	14.813	-0.009	580		cpg_islands, cpg_shores
chr22	41913768	41915642	1875	*	14.797	0.053	581	SHISA8	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	218999930	219003631	3702	*	14.796	0.068	582	CFAP65, LOC100129175, MIR375, AC097468.1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	64296817	64298542	1726	*	14.776	0.018	583	KCNK4, KCNK4-TEX40, AP001453.3	3UTRs, 5UTRs, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	32707113	32715040	7928	*	14.771	0.043	584	NPR3	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	939900	943375	3476	*	14.747	-0.01	585	SAMD11	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	32715378	32719667	4290	*	14.711	0.054	586	GREM1, GREM1-AS1, AC090877.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	98841734	98846126	4393	*	14.704	0.1	587		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr1	3393266	3394376	1111	*	14.689	0.077	588	PRDM16	cpg_islands, cpg_shores, enhancers_fantom, introns
chr14	60636720	60659202	22483	*	14.66	0.079	589	SIX1, SALRNA1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr6	28769183	28770424	1242	*	14.646	-0.05	590		cpg_inter, intergenic
chr6	147506663	147510208	3546	*	14.631	0.046	591	SAMD5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	127117744	127122448	4705	*	14.622	0.039	592	RSPO3, LOC105377989, LOC105377993	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	37964910	37967367	2458	*	14.613	0.056	593	ADRB3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	1223237	1226046	2810	*	14.601	0.093	594		cpg_islands, cpg_shores, intergenic
chr1	47432193	47433111	919	*	14.587	0.298	595	FOXD2-AS1	cpg_shores, exons, firstexons, lncrna_gencode
chr7	132573212	132577802	4591	*	14.584	0.016	596	PLXNA4	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	165985464	165990651	5188	*	14.557	0.023	597	PDE10A, LINC00473, LINC00602	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	173500888	173505094	4207	*	14.551	0.204	598		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr21	33018500	33022026	3527	*	14.534	0.054	599	C21orf62-AS1, AP000282.1	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr10	22334462	22334703	242	*	14.509	0.515	600		cpg_islands, enhancers_fantom
chr2	232386840	232386964	125	*	14.5	0.349	601	ECEL1P2	cpg_islands, exons, firstexons
chr5	180589819	180591920	2102	*	14.451	0.055	602	SCGB3A1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr6	105980850	105981798	949	*	14.441	0.027	603		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr5	150166810	150167659	850	*	14.425	0.126	604	CDX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns
chr6	50835740	50838372	2633	*	14.408	0.04	605	TFAP2B	cpg_inter, exons, introns
chr1	47443292	47450771	7480	*	14.401	0.097	606		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr1	20551979	20554582	2604	*	14.4	0.055	607	FAM43B	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr10	116270554	116275302	4749	*	14.398	0.048	608	GFRA1, LOC107984273, AC012470.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr8	22066363	22067278	916	*	14.397	0.02	609	DMTN	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	20191994	20194862	2869	*	14.354	0.031	610	GJB2, AL138688.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	144007203	144008147	945	*	14.353	-0.222	611	PLAGL1, HYMAI	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	31771935	31773059	1125	*	14.328	0.023	612		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr20	63101835	63103367	1533	*	14.306	0	613	HAR1A, HAR1B	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	150189539	150190487	949	*	14.292	0.087	614	SLC6A7	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	116764754	116765920	1167	*	14.275	0.097	615	FAM162B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	1309680	1317175	7496	*	14.216	0.043	616	FOXQ1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, promoters
chr5	174717829	174727550	9722	*	14.209	0.084	617	MSX2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr2	72142924	72150811	7888	*	14.195	0.065	618	CYP26B1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr18	47259571	47264870	5300	*	14.186	0.143	619	AC051635.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	228646612	228648888	2277	*	14.17	0.032	620	RNA5S17	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr19	1466767	1471833	5067	*	14.167	0.039	621	APC2, C19orf25	3UTRs, cpg_islands, cpg_shores, exons, introns
chr9	99828460	99828842	383	*	14.164	0.531	622	NR4A3, LOC107987011, STX17-AS1	cpg_islands, exons, introns, lncrna_gencode
chr1	3649466	3653383	3918	*	14.155	0.067	623	TP73, WRAP73	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	8002066	8003279	1214	*	14.133	0.077	624	GUCY2D	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	67831902	67836731	4830	*	14.129	0.061	625	SKOR1, LOC101929076, AC009292.1, AC009292.2	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr21	44930246	44933120	2875	*	14.127	-0.009	626	ITGB2, LINC01547	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr14	105477687	105478823	1137	*	14.119	0.051	627	CRIP2	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	128482687	128485286	2600	*	14.107	0.057	628	GATA2	cpg_shelves, cpg_shores, exons, introns, promoters
chr6	5084175	5086719	2545	*	14.074	0.065	629	PPP1R3G	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr8	11714391	11714737	347	*	14.063	-0.041	630	GATA4	cpg_inter, cpg_shelves, introns
chr4	41864958	41867845	2888	*	14.059	0.118	631		cpg_islands, cpg_shores, intergenic
chr2	63047153	63061051	13899	*	14.05	0.113	632	OTX1, EHBP1-AS1, AC007098.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr22	45974471	45979515	5045	*	14.046	0.027	633	WNT7B	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	52938372	52942152	3781	*	14.042	0.043	634	NPBWR1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	21993602	21996167	2566	*	14.02	0.04	635	CDKN2A, CDKN2B-AS1, MTAP, AL449423.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	231160680	231164059	3380	*	14.016	0.092	636	TRIM67	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	150036594	150039745	3152	*	13.997	0.047	637		cpg_islands, cpg_shores, intergenic
chr18	22174653	22175044	392	*	13.976	-0.132	638	GATA6	cpg_shelves, cpg_shores, introns
chr6	99588401	99594611	6211	*	13.944	0.078	639	TSTD3	cpg_islands, cpg_shelves, cpg_shores, exons, intergenic
chr18	74456133	74457885	1753	*	13.941	0.04	640	DIPK1C	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	104638708	104643247	4540	*	13.918	0.038	641	SORCS3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	75431103	75432055	953	*	13.905	0.065	642	LRMDA, LOC107984293, AC010997.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	156920348	156921088	741	*	13.893	0.046	643	LRRC71	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr18	498964	501470	2507	*	13.89	0.058	644	COLEC12	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	43583021	43584204	1184	*	13.881	0.183	645	HSD17B12, AC068205.1, AC068205.2	cpg_shelves, cpg_shores, introns, lncrna_gencode
chr5	6448640	6450552	1913	*	13.856	0.069	646	UBE2QL1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr9	72887	74101	1215	*	13.843	0.069	647	WASHC1, PGM5P3-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	6001146	6009550	8405	*	13.837	0.066	648	NRN1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	14632034	14635972	3939	*	13.821	0.12	649	LRATD1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	27964452	27965369	918	*	13.815	0.101	650	CDX2	cpg_shores, exons, introns
chr1	39683764	39684380	617	*	13.812	0.226	651	HPCAL4	cpg_islands, cpg_shores, exons, introns
chr1	65792048	65794111	2064	*	13.802	0.09	652	PDE4B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	100538755	100540328	1574	*	13.802	0.035	653	GPR88	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, introns
chr6	1395142	1396343	1202	*	13.79	0.015	654	FOXF2	3UTRs, cpg_shelves, cpg_shores, exons, intergenic
chr8	143426060	143431742	5683	*	13.774	0.048	655	MAFA	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr2	199454946	199471790	16845	*	13.771	0.077	656	SATB2, SATB2-AS1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	6418670	6421027	2358	*	13.758	0.015	657	HES2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	28106363	28108181	1819	*	13.754	-0.002	658		cpg_islands, cpg_shores, intergenic
chr17	49132301	49133415	1115	*	13.732	0.111	659	B4GALNT2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	232926335	232929142	2808	*	13.731	0.074	660	NGEF	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	69567717	69579912	12196	*	13.701	0.05	661	NEUROG3, LOC101929021, AL450311.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr1	46485269	46486053	785	*	13.665	0.124	662		cpg_islands, cpg_shores
chr19	41921069	41921481	413	*	13.63	0.528	663	ARHGEF1, ERFL	cpg_inter, introns
chr11	20155759	20166262	10504	*	13.63	0.115	664	DBX1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr6	137491381	137499383	8003	*	13.629	0.094	665	OLIG3	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, promoters
chr3	169666040	169667262	1223	*	13.605	0.073	666		cpg_shelves, cpg_shores, enhancers_fantom
chr9	22004916	22006793	1878	*	13.601	0.212	667	CDKN2B, CDKN2B-AS1, MTAP	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	17905484	17907750	2267	*	13.601	0.097	668	ADAMTSL1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	18603437	18614072	10636	*	13.588	0.033	669	CRLF1, TMEM59L	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	49772497	49776261	3765	*	13.582	0.076	670	VWC2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr20	21394579	21399615	5037	*	13.578	0.133	671	NKX2-4, LOC105372558, AL158013.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	57631812	57633807	1996	*	13.562	0.021	672	B4GALNT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	70789322	70790872	1551	*	13.549	0.105	673	FIGLA	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	102927779	102930588	2810	*	13.548	0.095	674	AMN	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	67154979	67155733	755	*	13.521	0.068	675	TRADD	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr2	45168406	45171317	2912	*	13.516	0.082	676	LINC01121, LOC105374576, AC009236.2, AC093833.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	110609314	110641976	32663	*	13.514	0.112	677	PITX2, PANCR	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54037465	54037805	341	*	13.511	-0.023	678	HOXC4	cpg_shelves, introns, promoters
chr17	45893880	45898216	4337	*	13.467	0.03	679	MAPT, MAPT-AS1, MAPT-IT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	54225231	54234989	9759	*	13.46	0.063	680	PDGFRA	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	218896374	218899499	3126	*	13.416	0.031	681		cpg_islands, cpg_shores, enhancers_fantom, exons, introns
chr5	76081819	76085410	3592	*	13.415	0.025	682	SV2C, SV2C-AS1, AC026774.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	12253202	12254920	1719	*	13.412	0.064	683	CIDEA	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	91162145	91164299	2155	*	13.401	0	684	PCGF5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	48489647	48491474	1828	*	13.383	0.134	685	ZAR1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	96027280	96027929	650	*	13.374	0.059	686	LINC00092, LOC105376159, ERCC6L2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode
chr19	50666184	50669024	2841	*	13.355	0.125	687	SHANK1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	174325946	174345521	19576	*	13.345	0.087	688	SP9, LINC01305, AC018470.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	8059220	8062248	3029	*	13.336	0.013	689	GATA3	cpg_shelves, cpg_shores, enhancers_fantom, introns
chr11	124761491	124763515	2025	*	13.336	0.006	690	ESAM, ESAM-AS1, AP000866.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	320361	322786	2426	*	13.334	0.066	691	AHRR, PDCD6-AHRR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	13878028	13881073	3046	*	13.306	0.022	692	WNT7A	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	40315283	40317529	2247	*	13.297	0.04	693	COL9A2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	112509626	112509750	125	*	13.268	0.606	694	WNT2B	cpg_islands, cpg_shores, introns
chr12	130157454	130165959	8506	*	13.237	0.068	695	FZD10, FZD10-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	84667632	84670955	3324	*	13.231	0.048	696	NTRK2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	119593239	119596560	3322	*	13.221	0.03	697	TMEM233, LOC105370027, AC002070.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	104842347	104868616	26270	*	13.2	0.075	698	POU3F3, LINC01159, PANTR1, AC018730.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr13	24745683	24748579	2897	*	13.195	0.033	699	RNF17, AL391560.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	22334753	22346067	11315	*	13.174	0.107	700	SPAG6, AL158211.3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr5	37834205	37841590	7386	*	13.15	0.063	701	GDNF, GDNF-AS1, LINC02110	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr13	27960030	27962746	2717	*	13.136	0.042	702	CDX2	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic
chr4	46992423	46994429	2007	*	13.136	0.036	703	GABRA4, GABRB1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	127738640	127738725	86	*	13.123	0.301	704	FOXI2	cpg_islands, exons
chr6	10380831	10396558	15728	*	13.117	0.099	705	TFAP2A	3UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr2	66431868	66440969	9102	*	13.107	0.033	706	MEIS1, MEIS1-AS2, MEIS1-AS3	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	74922471	74925171	2701	*	13.106	0.052	707	OTOP2, USH1G	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	34587841	34593445	5605	*	13.104	0.037	708	CNTFR	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	54464714	54465455	742	*	13.091	0.167	709		cpg_shores
chr8	37694346	37699076	4731	*	13.088	0.035	710	ZNF703	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
