seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr12	54125115	54129439	4325	*	13.255	0.053	526	FAM242C, LINC02381, SMUG1-AS1, SMUG1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	73443483	73452336	8854	*	13.24	-0.08	527	FOXD1, FOXD1-AS1, LINC01385	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	59263732	59266153	2422	*	13.24	0.061	528		cpg_islands, cpg_shores, intergenic
chr13	24745683	24748579	2897	*	13.195	0.016	529	RNF17, AL391560.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	1171156	1173971	2816	*	13.185	-0.036	530	LOC100130872, SPON2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	96027239	96027864	626	*	13.179	0.185	531	LINC00092, LOC105376159, ERCC6L2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode
chr1	154500640	154503257	2618	*	13.125	0.082	532	SHE, TDRD10	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	18603437	18614623	11187	*	13.108	0.049	533	CRLF1, TMEM59L	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	43941816	43944959	3144	*	13.084	0.018	534	C11orf96, AC087521.1, AC087521.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	48489627	48491631	2005	*	13.071	0.06	535	ZAR1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	72908214	72921606	13393	*	13.054	0.032	536	EMX1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr9	107737	118433	10697	*	13.044	0.038	537	FOXD4, LINC01388, AL449043.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	3649466	3654263	4798	*	12.955	0.022	538	TP73, WRAP73	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	27968806	27971357	2552	*	12.954	0.007	539	PTHLH, AC008011.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	96144625	96145901	1277	*	12.932	-0.151	540	GDF6	cpg_islands, cpg_shores, exons, introns
chr10	117136681	117149279	12599	*	12.929	0.031	541	VAX1, MIR3663HG	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	72087084	72089157	2074	*	12.926	-0.003	542	SPOCK2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	218896549	218899664	3116	*	12.924	0.013	543		cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr14	94772961	94777941	4981	*	12.897	0.102	544	AL121612.2	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, lncrna_gencode
chr6	10380831	10397040	16210	*	12.895	-0.31	545	TFAP2A	3UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr2	170713698	170720645	6948	*	12.872	0.038	546	SP5, LINC01124, ERICH2-DT, AC007405.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	22334231	22347040	12810	*	12.864	0.08	547	SPAG6, AL158211.3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr11	2868578	2870785	2208	*	12.834	-0.117	548	KCNQ1DN	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr9	21994002	21995982	1981	*	12.813	0	549	CDKN2A, CDKN2B-AS1, MTAP, AL449423.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	217133836	217147123	13288	*	12.805	-0.019	550	ESRRG	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr1	90832044	90836562	4519	*	12.788	0.03	551	LINC02609, LINC02788, AC091614.2	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	128890365	128891764	1400	*	12.781	-0.043	552	KCNJ5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	110622322	110623963	1642	*	12.774	0.007	553	PITX2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	180589747	180592347	2601	*	12.756	0.025	554	SCGB3A1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr6	7725608	7729090	3483	*	12.734	0.01	555	BMP6	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	53875090	53882531	7442	*	12.719	0.036	556	RGS20, AC113194.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	96020636	96022579	1944	*	12.671	-0.004	557	LINC00092, ERCC6L2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	116764671	116766075	1405	*	12.604	0.06	558	FAM162B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	13097553	13099870	2318	*	12.603	0.507	559	LYL1, NFIX	3UTRs, cpg_islands, cpg_shores, exons, intergenic, introns
chr2	172105491	172107196	1706	*	12.579	0.076	560	DLX2-DT	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr2	20670175	20674046	3872	*	12.512	0.175	561	GDF7	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, introns
chr9	121498002	121500420	2419	*	12.507	0.02	562	GGTA1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	76896958	76898322	1365	*	12.496	0.082	563	SOWAHB	5UTRs, cpg_islands, exons, firstexons, promoters
chr9	34591299	34592210	912	*	12.473	-0.021	564		cpg_islands, cpg_shores
chr19	1465470	1466477	1008	*	12.444	0.272	565	APC2, C19orf25	cpg_islands, exons, introns
chr6	6002856	6009587	6732	*	12.444	0.063	566	NRN1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr16	67158929	67161548	2620	*	12.443	0.021	567	FBXL8, TRADD	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	99590476	99594870	4395	*	12.43	0.035	568		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr5	42999991	43001190	1200	*	12.425	0.296	569	LOC105374746	cpg_islands, cpg_shores, exons, intergenic, introns
chr1	156426662	156442873	16212	*	12.416	0	570	MIR9-1HG	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	54446979	54472094	25116	*	12.413	0.05	571	SOX17	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr4	112507978	112511600	3623	*	12.367	0.089	572		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr17	81802340	81805803	3464	*	12.358	-0.003	573	GCGR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	176138446	176141029	2584	*	12.352	0.263	574	LOC401021, HOXD3	cpg_islands, cpg_shores, exons, introns
chr16	2019453	2021086	1634	*	12.352	0.091	575	NPW	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	49217860	49222083	4224	*	12.327	0.109	576	MLNR	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr4	20250823	20256704	5882	*	12.318	0.011	577	SLIT2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	100820719	100836603	15885	*	12.3	0.014	578	PAX2	3UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, intergenic, introns
chr16	54927598	54940052	12455	*	12.287	-0.135	579	IRX5, CRNDE, LOC105371275, AC106738.1, AC106738.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	36887068	36889052	1985	*	12.279	0.233	580	LOC145845	cpg_islands, cpg_shores, promoters
chr4	8891496	8901106	9611	*	12.271	-0.02	581		cpg_inter, cpg_islands, cpg_shelves, cpg_shores, intergenic
chr6	166005248	166009587	4340	*	12.214	0.037	582		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr10	123117114	123152750	35637	*	12.206	0.011	583	HMX2, HMX3	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr5	136190104	136193544	3441	*	12.205	0.056	584	SMIM32	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr20	63101415	63103543	2129	*	12.201	0.019	585	HAR1A, HAR1B	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	3082324	3083834	1511	*	12.185	0.05	586	AVP	3UTRs, cpg_islands, cpg_shores, exons, intergenic, introns
chr15	79431167	79433261	2095	*	12.171	-0.001	587	MINAR1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr22	50719741	50721127	1387	*	12.136	0.048	588	SHANK3	3UTRs, cpg_islands, cpg_shores, exons, introns
chr9	839750	844751	5002	*	12.092	0.06	589	DMRT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	80181439	80185968	4530	*	12.092	0.014	590	PRDM8, PRDM8-AS1, AC021127.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	133888542	133896444	7903	*	12.067	-0.027	591	TCF21, TARID	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	123095075	123095606	532	*	12.06	0.3	592	PRDM6	cpg_islands, introns
chr7	129777845	129786635	8791	*	12.053	0.032	593	AC084864.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	99328914	99330596	1683	*	12.051	0.025	594	CNNM1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr1	245152853	245157337	4485	*	12.041	0.014	595	KIF26B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	6418190	6421462	3273	*	12.04	0.006	596	HES2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	68430907	68432530	1624	*	12.026	0.061	597	ITGA11	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	110641476	110644792	3317	*	12.026	0.078	598	RBM20	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	86154498	86157136	2639	*	12.001	0.019	599	COL24A1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	49335738	49348149	12412	*	11.994	0.041	600	C1QL4, DNAJC22	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr20	2804598	2806778	2181	*	11.991	-0.033	601		cpg_inter, cpg_shelves, intergenic
chr8	37693877	37697962	4086	*	11.989	-0.019	602	ZNF703	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	50665924	50669182	3259	*	11.979	0.025	603	SHANK1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	50976902	50978790	1889	*	11.963	0.045	604		cpg_islands, cpg_shores, intergenic
chr22	29313226	29316046	2821	*	11.959	0.083	605	RASL10A	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	49089250	49094926	5677	*	11.951	0.059	606	DHH, LOC105369759, AC011603.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	124733020	124753772	20753	*	11.888	0.137	607	ESAM, NRGN, VSIG2, AP000866.5	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr1	90694589	90727150	32562	*	11.881	0.085	608	BARHL2, AC092805.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr2	232484706	232490290	5585	*	11.847	0.003	609	ECEL1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	735503	743588	8086	*	11.845	0.036	610	DLGAP2, ERICH1, LOC401442, AC100797.5	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	71842400	71845154	2755	*	11.842	0.014	611	MSC, MSC-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	127117744	127123335	5592	*	11.841	0.017	612	RSPO3, LOC105377989, LOC105377993	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	3392871	3394716	1846	*	11.838	0.029	613	PRDM16	cpg_islands, cpg_shores, enhancers_fantom, introns
chr9	123996326	124009711	13386	*	11.837	0.006	614	LHX2, LHX2-AS1, AC006450.3	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr7	114084247	114087905	3659	*	11.814	0.022	615	FOXP2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr18	79393011	79397106	4096	*	11.808	0.015	616	NFATC1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	128360422	128362344	1923	*	11.794	0.03	617	PRRT4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	50967291	50972009	4719	*	11.791	0.002	618	CDKN2C	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr20	38717253	38734695	17443	*	11.782	0.054	619	SLC32A1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr2	66574355	66577698	3344	*	11.764	-0.04	620	LINC01798	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr9	98706430	98710120	3691	*	11.758	-0.006	621	GABBR2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	26161245	26162512	1268	*	11.728	0.047	622	FAM110D	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons
chr1	213982167	213983866	1700	*	11.715	0.002	623	PROX1, PROX1-AS1, AC011700.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr19	3364658	3370906	6249	*	11.713	0.021	624	NFIC	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	118603794	118611476	7683	*	11.701	0.082	625	PHLDB1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr22	19717628	19719296	1669	*	11.694	-0.033	626	SEPT5-GP1BB, SEPTIN5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	228645908	228648565	2658	*	11.69	0.013	627	RNA5S17	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr6	150141979	150145033	3055	*	11.687	0.02	628	PPP1R14C	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	55655564	55657022	1459	*	11.66	0.084	629	SLC6A2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	98943435	98945628	2194	*	11.651	0.03	630	COL15A1, AL136084.3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	121764233	121765651	1419	*	11.649	0.053	631	SMIM43, PP12613, AC079341.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	96978826	97033614	54789	*	11.628	-0.02	632	DLX5, DLX6, DLX6-AS1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr22	41909712	41911839	2128	*	11.615	0.067	633	SHISA8	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, introns
chr19	40512429	40513378	950	*	11.611	0.034	634	SPTBN4	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	67173791	67174879	1089	*	11.586	0.043	635	NOL3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	1001509	1003719	2211	*	11.582	-0.023	636	IDUA	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	74857740	74862586	4847	*	11.575	0.011	637	FDXR, GRIN2C	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	160224609	160226877	2269	*	11.553	-0.009	638	C3orf80, IL12A-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr19	40567153	40568521	1369	*	11.511	0.095	639	SPTBN4	3UTRs, cpg_islands, cpg_shores, exons, introns
chr2	172107743	172109489	1747	*	11.471	0.2	640	DLX2-DT	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr1	46484753	46486299	1547	*	11.454	0.102	641		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr15	36882640	36884369	1730	*	11.427	0.056	642	LOC145845, AC018563.1	cpg_shelves, cpg_shores, enhancers_fantom, introns, lncrna_gencode, promoters
chr17	48546330	48548626	2297	*	11.426	-0.376	643	HOXB-AS1	cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	40315003	40317828	2826	*	11.424	0.038	644	COL9A2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	66580403	66582315	1913	*	11.421	-0.024	645	LINC01798	cpg_islands, cpg_shores, introns, lncrna_gencode
chr3	27720353	27736587	16235	*	11.416	0.023	646	EOMES	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr5	115179238	115181157	1920	*	11.396	0.066	647	TRIM36	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	122460706	122464324	3619	*	11.362	-0.014	648	HTRA1, LOC105378525, BX842242.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr16	55323270	55326346	3077	*	11.36	-0.034	649	IRX6, AC109462.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	48135587	48137759	2173	*	11.354	0.002	650	ZBTB7C	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	38672836	38675724	2889	*	11.351	0.006	651	EPOP	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr5	43017492	43020477	2986	*	11.344	-0.047	652	ANXA2R-OT1, LOC105374748, AC025171.1, AC025171.3	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr15	45521335	45523366	2032	*	11.334	0.018	653	SLC30A4, HMGN2P46	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	150189855	150191139	1285	*	11.328	0.039	654	SLC6A7	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr20	21714495	21717284	2790	*	11.308	0.225	655	PAX1	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons
chr10	42752870	42755698	2829	*	11.306	0.041	656	LOC283028, AL022344.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr20	23047576	23051624	4049	*	11.3	0.091	657	THBD	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr18	69399559	69403041	3483	*	11.277	0.046	658	DOK6	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	156922443	156924959	2517	*	11.276	-0.009	659	LRRC71	cpg_islands, cpg_shores, exons, introns
chr19	45217123	45218629	1507	*	11.275	0.04	660	EXOC3L2, MARK4	cpg_islands, cpg_shores, exons, introns
chr17	61410641	61413448	2808	*	11.268	0.044	661	LINC02875, TBX2-AS1, C17orf82	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	33306559	33307396	838	*	11.254	0.299	662	A3GALT2, AL513327.1	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr19	1466524	1473248	6725	*	11.239	0.096	663	APC2, C19orf25	3UTRs, cpg_islands, cpg_shores, exons, introns
chr18	62595937	62597107	1171	*	11.235	-0.021	664		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr6	149932292	149942695	10404	*	11.224	0.021	665	ULBP2, LOC105378052	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr13	35473805	35477257	3453	*	11.218	0.023	666	MAB21L1, NBEA	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr18	79787848	79788890	1043	*	11.187	0.148	667	AC021594.1	cpg_islands, introns, lncrna_gencode
chr13	20192097	20196010	3914	*	11.18	0.03	668	GJB2, AL138688.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	93598383	93602696	4314	*	11.175	-0.023	669	AC106818.1	cpg_inter, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr15	40925612	40926539	928	*	11.154	0.238	670		cpg_islands
chr14	90059974	90063272	3299	*	11.145	0.038	671	KCNK13	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	159971775	159972815	1041	*	11.142	0.199	672	ADRA1B	3UTRs, cpg_islands, cpg_shores, exons, introns
chr17	81340880	81346907	6028	*	11.12	-0.039	673	AC027601.6	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr12	114667904	114671418	3515	*	11.1	0.025	674	TBX3	3UTRs, cpg_shores, enhancers_fantom, exons, intergenic
chr16	56662658	56663618	961	*	11.096	-0.006	675		cpg_islands, cpg_shores, intergenic
chr11	75429705	75431817	2113	*	11.093	0.057	676	KLHL35	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	35372693	35376394	3702	*	11.082	0.06	677	SLFN11	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	77850971	77853899	2929	*	11.063	0.011	678	TBCA	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, introns
chr9	72887	74501	1615	*	11.059	-0.032	679	WASHC1, PGM5P3-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	31824091	31830068	5978	*	11.049	0.049	680	PAUPAR, PAX6-AS1, RCN1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	1629484	1630726	1243	*	11.03	0.067	681	WNT5B	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	22578480	22579669	1190	*	11.019	0.061	682	PDLIM2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	174733456	174737644	4189	*	11.012	0.095	683		cpg_islands, cpg_shores, intergenic
chr5	146326256	146354845	28590	*	10.995	0.013	684	POU4F3, RBM27, LOC105378213, AC011396.2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr15	37110157	37111297	1141	*	10.991	0.105	685		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr11	35418215	35420656	2442	*	10.991	0.014	686	SLC1A2, AC090625.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	48526876	48527394	519	*	10.981	0.384	687		cpg_islands, cpg_shores, intergenic
chr17	49132286	49133769	1484	*	10.927	0.102	688	B4GALNT2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	101065513	101068548	3036	*	10.914	-0.007	689	KAZALD1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	10333169	10333988	820	*	10.907	-0.012	690		cpg_islands
chr2	225040663	225043023	2361	*	10.889	0.007	691	DOCK10	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	100537935	100540264	2330	*	10.886	0.057	692	GPR88	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	23384741	23387405	2665	*	10.881	0.02	693	KLHL29	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	136920391	136924113	3723	*	10.861	0.048	694	SLC35D3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	20551979	20555940	3962	*	10.856	0.028	695	FAM43B	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, promoters
chr12	94147821	94151125	3305	*	10.843	0.013	696	PLXNC1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	74135447	74137615	2169	*	10.836	-0.015	697	ISLR2	3UTRs, cpg_islands, cpg_shores, exons, introns
chr14	24333425	24335369	1945	*	10.83	0.014	698	ADCY4, AL096870.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	109421842	109424076	2235	*	10.818	0.071	699	C11orf87, AP003049.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	49993202	49997990	4789	*	10.807	0.03	700	DLX3, AC009720.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	166162460	166178604	16145	*	10.799	0.049	701	TBXT, LNCDAT	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr1	156920033	156921088	1056	*	10.797	0.026	702	LRRC71	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	154489662	154492938	3277	*	10.78	0.061	703	DCHS2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr19	10513722	10515213	1492	*	10.76	0.16	704	S1PR5	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, introns
chr18	47258474	47266630	8157	*	10.669	0.035	705	AC051635.1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	93993451	93994669	1219	*	10.662	0.01	706	PLCE1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	54090153	54090770	618	*	10.654	0.111	707	FAM242C, FLJ12825, AC023794.1, AC023794.3	cpg_islands, cpg_shores, introns, lncrna_gencode
chr4	82797425	82799754	2330	*	10.649	0.01	708	SCD5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
