seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr7	27179722	27180211	490	*	18.791	0.044	594	HOXA10, HOXA10-HOXA9	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr1	47416224	47417131	908	*	18.76	0.027	595	FOXE3	5UTRs, cpg_islands, exons, firstexons, promoters
chr2	109128017	109130376	2360	*	18.754	-0.013	596	SH3RF3, SH3RF3-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	173501523	173502501	979	*	18.745	0.105	597		cpg_shores, intergenic
chr12	57626907	57628170	1264	*	18.742	0.031	598	B4GALNT1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns
chr11	64297461	64297628	168	*	18.739	0.328	599	KCNK4, KCNK4-TEX40, AP001453.3	3UTRs, cpg_shores, exons, firstexons, introns, lncrna_gencode
chr7	97002629	97006697	4069	*	18.735	0.006	600	DLX6, DLX6-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54125846	54127257	1412	*	18.734	-0.01	601	FAM242C, LINC02381, SMUG1-AS1, SMUG1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	75399654	75405589	5936	*	18.707	-0.005	602	ZNF503, ZNF503-AS2, AC010997.3	5UTRs, cpg_islands, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	72923810	72926296	2487	*	18.695	0.057	603	EMX1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	79608016	79611547	3532	*	18.658	-0.002	604	RBFOX3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	117164702	117169590	4889	*	18.654	0.026	605	MIR3663, MIR3663HG	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	224615603	224618708	3106	*	18.652	0.031	606	CNIH3, CNIH3-AS2, AC096537.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	48969192	48972753	3562	*	18.647	0.003	607	WNT10B	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr6	108175054	108176769	1716	*	18.643	0.075	608	NR2E1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	54093251	54093517	267	*	18.591	0.287	609	PDGFRA	cpg_shores, introns
chr6	99588567	99589945	1379	*	18.529	0.002	610	TSTD3	cpg_islands, cpg_shores, exons, intergenic
chr15	41501300	41504427	3128	*	18.515	-0.008	611	ITPKA, LTK	3UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr17	2057729	2057794	66	*	18.498	0.257	612	HIC1	cpg_islands, exons
chr10	99519928	99524466	4539	*	18.466	0.021	613		cpg_islands, cpg_shores, intergenic
chr17	48738241	48740427	2187	*	18.372	0.072	614		cpg_inter, intergenic
chr10	100713209	100714310	1102	*	18.342	0.037	615		cpg_islands, cpg_shores, intergenic
chr17	47732909	47734180	1272	*	18.332	0.014	616	TBX21	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	147404393	147407927	3535	*	18.321	0.089	617	ZIC4, LOC440982, ZIC1	5UTRs, cpg_inter, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr10	86363032	86367734	4703	*	18.308	-0.01	618	GRID1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	2051805	2052265	461	*	18.302	0.024	619		cpg_islands
chr2	86788689	86791731	3043	*	18.293	-0.008	620	CD8A	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	81386199	81388094	1896	*	18.276	-0.018	621	AC110285.5, LINC03048	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr11	32430910	32431708	799	*	18.266	0.123	622	WT1	cpg_islands, cpg_shores, introns, promoters
chr18	903003	911723	8721	*	18.227	0.062	623	ADCYAP1, AP000894.2, AP000894.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr6	98830483	98837769	7287	*	18.21	0.011	624	POU3F2, AL589826.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	176091047	176100115	9069	*	18.192	0.041	625	HOXD13, HOXD12	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	220882301	220882841	541	*	18.181	0.141	626	MTARC1, HLX	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns
chr17	48718365	48720825	2461	*	18.175	0.053	627		cpg_islands, cpg_shores
chr10	93566275	93568739	2465	*	18.121	0.029	628	FFAR4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	118979228	118980406	1179	*	18.115	0.105	629	TBX15	cpg_islands, cpg_shores, introns
chr12	49537300	49540870	3571	*	18.102	0.002	630	KCNH3, AC020612.4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr13	49219691	49221472	1782	*	18.1	0.104	631	MLNR	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	93579175	93587144	7970	*	18.047	0.011	632	NR2F1, NR2F1-AS1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr9	21989865	21990278	414	*	18.02	0.239	633	CDKN2A, MTAP	cpg_islands, cpg_shores, exons, introns
chr8	22048349	22049627	1279	*	18.018	0.002	634	FGF17, DMTN	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	137496969	137499008	2040	*	18.012	0.002	635		cpg_islands, cpg_shores
chr2	156320124	156322936	2813	*	18.007	0.087	636	AC074099.1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	72116023	72119190	3168	*	17.994	0.046	637	SOX9-AS1, LOC102723517	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr13	50129661	50131346	1686	*	17.985	0.031	638	DLEU1	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr5	43039406	43044149	4744	*	17.968	-0.006	639	ANXA2R, ANXA2R-AS1, ANXA2R-OT1, AC025171.1, AC025171.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	37698297	37698419	123	*	17.95	-0.154	640	ZNF703	cpg_islands, exons
chr17	48568369	48571342	2974	*	17.928	0.073	641	HOXB-AS3, HOXB3	cpg_inter, cpg_shelves, enhancers_fantom, introns, lncrna_gencode
chr22	19760132	19761387	1256	*	17.901	-0.001	642	TBX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	54469433	54470767	1335	*	17.883	0.06	643		cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr11	2136405	2141553	5149	*	17.79	0.001	644	IGF2, IGF2-AS, INS-IGF2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	124756247	124760058	3812	*	17.781	0.029	645	ESAM, ESAM-AS1, AP000866.2	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54016144	54021958	5815	*	17.768	0.001	646	HOXC4, HOXC6, HOXC5, AC012531.1, AC012531.2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr9	136191728	136194216	2489	*	17.759	0.011	647		cpg_islands, cpg_shores, intergenic
chr6	84760416	84775510	15095	*	17.748	0.07	648	TBX18, AL035694.1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr15	40281456	40284159	2704	*	17.721	0.012	649	ANKRD63, PLCB2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	54036899	54037553	655	*	17.709	-0.022	650	HOXC4	cpg_shelves, cpg_shores, introns, promoters
chr7	25860342	25861028	687	*	17.699	-0.099	651		cpg_shores, enhancers_fantom, intergenic
chr4	108171736	108173761	2026	*	17.67	0.021	652	LEF1-AS1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	150799721	150799863	143	*	17.619	0.051	653	TMEM176B, TMEM176A	cpg_islands, introns, promoters
chr18	59263256	59269941	6686	*	17.61	0.026	654	RAX	3UTRs, cpg_islands, cpg_shores, exons, intergenic, introns
chr2	104860697	104868533	7837	*	17.564	0.027	655	LINC01159, AC018730.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr8	22044178	22045077	900	*	17.545	0.01	656	FGF17	cpg_shelves, exons, firstexons, introns, promoters
chr3	147408174	147417634	9461	*	17.51	0.07	657	ZIC1, LOC440982	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr12	114682253	114685366	3114	*	17.497	0.015	658	TBX3, AC026765.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	73436232	73439180	2949	*	17.494	0.023	659		cpg_islands, cpg_shores, intergenic
chr8	23726383	23728001	1619	*	17.492	0.016	660	LOC101929258, LOC107986930, AC012574.1, AC012574.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	172101399	172104424	3026	*	17.484	-0.012	661	DLX2, DLX2-DT	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	90704859	90719962	15104	*	17.421	0.094	662	BARHL2, AC092805.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr15	96356492	96357886	1395	*	17.417	0.003	663	LOC101927263, AC087477.2	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr17	68198859	68201293	2435	*	17.393	0.004	664	ARHGAP27P2	cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr21	33069763	33072236	2474	*	17.384	0.008	665	OLIG1, AP000282.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	35572230	35575486	3257	*	17.285	0.018	666	TFAP2E, TFAP2E-AS1, AC004865.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	23695583	23710499	14917	*	17.266	0.04	667	NKX2-6, LOC107986930, AC012574.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	23692899	23696339	3441	*	17.254	0.02	668	KIAA1217	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	79796265	79816111	19847	*	17.241	0.007	669	CBX8, AC100791.2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr2	44932412	44936281	3870	*	17.241	0.029	670	LINC01833	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	176138517	176139173	657	*	17.239	0.131	671	LOC401021, HOXD3	cpg_shores, exons, introns
chr11	72239412	72240711	1300	*	17.227	0.028	672	PHOX2A	3UTRs, cpg_islands, cpg_shores, exons, introns
chr9	98943601	98944785	1185	*	17.219	0.002	673	COL15A1, AL136084.3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	97016008	97017242	1235	*	17.211	0.039	674		cpg_islands, cpg_shores, enhancers_fantom
chr10	75431657	75431868	212	*	17.188	-0.043	675	LRMDA, LOC107984293	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	123095583	123095654	72	*	17.166	-0.001	676	PRDM6	cpg_islands, introns
chr17	38561864	38561962	99	*	17.131	0.086	677	SRCIN1	cpg_islands, exons
chr3	129000596	129002458	1863	*	17.126	0.002	678	EFCC1, CFAP92	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	105994015	105995549	1535	*	17.099	-0.011	679	PRDM1	cpg_islands, cpg_shores, enhancers_fantom, introns
chr5	77642195	77646020	3826	*	17.098	0.073	680		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr10	22320044	22322525	2482	*	17.093	-0.004	681	COMMD3, BMI1, COMMD3-BMI1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	105981236	105981847	612	*	17.077	-0.004	682		cpg_islands, enhancers_fantom, intergenic
chr1	61053680	61054495	816	*	17.063	-0.028	683	NFIA, LOC105378764, NFIA-AS2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	232352313	232352536	224	*	17.011	0.249	684		cpg_islands
chr4	174215538	174218725	3188	*	16.995	0.018	685	LINC02268	cpg_inter, cpg_shelves, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr11	124862919	124869745	6827	*	16.981	0.045	686	ROBO3	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	149941031	149942586	1556	*	16.954	0.006	687	ULBP2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	5086478	5086615	138	*	16.926	0.325	688	PPP1R3G	3UTRs, cpg_islands, exons, firstexons
chr2	232350779	232352183	1405	*	16.885	0.052	689		cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	45168622	45170502	1881	*	16.878	0.01	690	LINC01121, LOC105374576, AC009236.2, AC093833.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	4908535	4911720	3186	*	16.875	0.009	691	KCNA1, LOC100507560, AC005906.2, AC006063.4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	124839019	124844227	5209	*	16.86	0.019	692		cpg_islands, cpg_shores, intergenic
chr10	110643102	110644745	1644	*	16.855	-0.002	693	RBM20	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr14	101455952	101459657	3706	*	16.818	0.016	694	AL049836.2	cpg_islands, cpg_shores, exons, intergenic, introns, lncrna_gencode
chr12	114394058	114400591	6534	*	16.785	0.044	695	TBX5	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, introns
chr11	16603453	16608595	5143	*	16.774	0.009	696	SOX6	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr14	74610838	74612892	2055	*	16.729	0.02	697	LTBP2	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr18	59272082	59274855	2774	*	16.708	0.02	698	RAX	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	27113279	27114645	1367	*	16.691	-0.019	699	HOXA3, HOXA-AS2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	135535116	135536562	1447	*	16.659	0.013	700	NEUROG1, SLC25A48	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	4991178	4995753	4576	*	16.653	0.029	701	CSMD1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr9	21964807	21966495	1689	*	16.615	0.011	702	MTAP, CDKN2A-DT	cpg_islands, cpg_shores, enhancers_fantom, introns, promoters
chr5	55226339	55227924	1586	*	16.615	0.007	703	MCIDAS	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	155666731	155668345	1615	*	16.596	0.01	704	GUCY1A1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	390826	394127	3302	*	16.579	0.011	705	IRF4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	236162051	236163333	1283	*	16.563	-0.042	706		cpg_islands, cpg_shores, intergenic
chr2	181677529	181685514	7986	*	16.559	0.046	707	NEUROD1, CERKL, AC013733.2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	73302959	73304017	1059	*	16.553	0.022	708		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr12	54023248	54026366	3119	*	16.531	0.146	709	HOXC4, HOXC5, HOXC6, AC012531.2	cpg_inter, cpg_shelves, introns, lncrna_gencode
chr5	136191521	136193769	2249	*	16.526	-0.005	710	SMIM32	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr2	219001020	219003429	2410	*	16.518	0.006	711	CFAP65, LOC100129175, MIR375, AC097468.1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr19	40567518	40568221	704	*	16.511	0.057	712	SPTBN4	3UTRs, cpg_islands, cpg_shores, exons, introns
chr20	62474242	62474376	135	*	16.511	0.177	713	GATA5	cpg_islands, cpg_shores, introns
chr11	31808902	31809228	327	*	16.508	0.208	714	PAX6	cpg_shores, introns, promoters
chr13	20231613	20232755	1143	*	16.497	-0.017	715	GJB6	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	176146160	176147264	1105	*	16.491	0.216	716	HOXD3	cpg_shores, introns
chr8	22690810	22696130	5321	*	16.467	0.011	717	EGR3, LOC107986925, AC055854.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	222309329	222313557	4229	*	16.464	0.068	718		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr10	49605550	49615152	9603	*	16.463	0.03	719	SLC18A3, CHAT	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr2	46296385	46300442	4058	*	16.461	-0.002	720	EPAS1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	114042689	114045854	3166	*	16.453	0.043	721	ADRB1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr11	76206115	76211446	5332	*	16.443	0.001	722	WNT11, LINC02761, AP000785.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	174326058	174329220	3163	*	16.438	0.007	723	LINC01305	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	52794236	52798829	4594	*	16.435	0.068	724		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr13	94702708	94703751	1044	*	16.432	0.116	725	LINC00391, LOC101927284, SOX21-AS1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	37965089	37966978	1890	*	16.418	0.01	726	ADRB3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	108166452	108169478	3027	*	16.384	0.012	727	LEF1, LEF1-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	181051988	181054432	2445	*	16.288	0.006	728	BTNL9	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	199467017	199471790	4774	*	16.274	0.026	729	SATB2, SATB2-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr3	184228964	184231570	2607	*	16.25	0.003	730	VWA5B2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	24745936	24746028	93	*	16.196	0.138	731		cpg_islands, exons
chr1	39671090	39671340	251	*	16.19	-0.004	732	NT5C1A	cpg_shores, introns
chr13	113109569	113111104	1536	*	16.137	0.012	733	F7	cpg_islands, exons, firstexons, introns, promoters
chr6	165985622	165990075	4454	*	16.124	0.017	734	PDE10A, LINC00473, LINC00602	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr19	46648155	46648884	730	*	16.123	0.009	735	DACT3	3UTRs, cpg_islands, cpg_shores, exons
chr10	101048017	101049542	1526	*	16.081	0.011	736		cpg_islands, cpg_shores, intergenic
chr8	98938989	98946865	7877	*	16.056	0.026	737	OSR2, STK3, AC016877.3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	17680927	17683561	2635	*	16.053	0.001	738	RAI1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	117795330	117797588	2259	*	16.041	0	739	DSCAML1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	1529923	1533532	3610	*	16.022	-0.018	740	WNT5B	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	156858649	156861375	2727	*	16.002	0.006	741	INSRR, NTRK1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	129002604	129004452	1849	*	16	0.004	742	CFAP92, EFCC1	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	20250859	20255232	4374	*	15.992	0.008	743	SLIT2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	165660177	165666660	6484	*	15.952	0.014	744	PDE10A	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr9	34588659	34592046	3388	*	15.938	0.014	745	CNTFR	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	154501557	154502978	1422	*	15.894	0.009	746	SHE, TDRD10	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr12	48000974	48004854	3881	*	15.89	0.004	747	COL2A1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr20	38719950	38732181	12232	*	15.87	0.027	748	SLC32A1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr2	176087967	176090859	2893	*	15.867	0.063	749		cpg_islands, cpg_shores
chr5	1444477	1446813	2337	*	15.867	0.027	750	SLC6A3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	20552117	20554180	2064	*	15.857	-0.001	751	FAM43B	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr17	35372693	35374940	2248	*	15.855	-0.005	752	SLFN11	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	54461099	54468991	7893	*	15.844	0.051	753		cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr1	110605716	110608038	2323	*	15.835	0.02	754	KCNA2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	8053105	8064026	10922	*	15.797	0.018	755	GATA3, GATA3-AS1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr11	31824338	31828557	4220	*	15.739	0.084	756	PAUPAR, PAX6-AS1, RCN1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	67832900	67836731	3832	*	15.725	0.025	757	SKOR1, LOC101929076, AC009292.1, AC009292.2	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	52783009	52791209	8201	*	15.702	0.022	758	ONECUT1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	54469114	54469270	157	*	15.701	0.065	759		cpg_shores, introns
chr4	110619438	110634347	14910	*	15.697	0.068	760	PITX2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr17	74859339	74862455	3117	*	15.656	-0.003	761	GRIN2C	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	89399197	89400644	1448	*	15.654	0.025	762	MIR9-3HG	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	228646671	228648447	1777	*	15.614	0.002	763	RNA5S17	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr15	45128747	45130787	2041	*	15.584	-0.003	764	DUOX1, DUOXA1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	41456689	41458876	2188	*	15.577	0.002	765	RGCC	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	36880072	36880999	928	*	15.569	-0.008	766	LOC145845, AC018563.1	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr10	101236374	101238324	1951	*	15.545	0.182	767	LBX1-AS1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	176173809	176175328	1520	*	15.535	0.091	768	HAGLR	cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr11	8267745	8269864	2120	*	15.532	-0.019	769	LMO1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	27974039	27974490	452	*	15.53	-0.055	770		cpg_shores
chr2	174340023	174344290	4268	*	15.529	0.03	771		cpg_islands, cpg_shores, intergenic
chr20	64047901	64049978	2078	*	15.508	0.012	772	SOX18, TCEA2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	2053532	2056268	2737	*	15.505	0.001	773	HIC1	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr8	10732657	10734754	2098	*	15.493	-0.009	774	LOC102723313, SOX7, AC105001.1	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr2	172109839	172110116	278	*	15.488	0.079	775	DLX2-DT	cpg_shores, exons, intergenic, lncrna_gencode
chr12	49295286	49298107	2822	*	15.486	0.017	776	PRPH, TROAP-AS1, AC125611.4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr13	25170379	25171988	1610	*	15.475	0	777	AMER2, LINC01053	5UTRs, cpg_islands, exons, firstexons, introns, lncrna_gencode
chr15	79089218	79091942	2725	*	15.421	0.008	778	RASGRF1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr16	56617173	56617705	533	*	15.414	0.052	779	MT1L	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	100917960	100920297	2338	*	15.394	-0.01	780	LRRK1, ALDH1A3-AS1, AC015712.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	174332254	174339462	7209	*	15.369	0.014	781	SP9, AC018470.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	57428595	57444791	16197	*	15.363	0.044	782	ONECUT2, AC090340.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr21	44930499	44932970	2472	*	15.352	0.021	783	ITGB2, LINC01547	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	71438629	71441812	3184	*	15.322	0.001	784	LGR5, TSPAN8	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	20156242	20164191	7950	*	15.322	0.049	785	DBX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	116270677	116274847	4171	*	15.309	0.021	786	GFRA1, LOC107984273, AC012470.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
