ch,b,e,d,bl,ez1,ez2,su,pr
chr4,58205790,58206912,1122,0,0.3792619020637412,0.3750139868323896,0.4007605673474115,0.38501215208118084
chr2,164400527,164401026,499,0,0.40284416424449704,0.4375811137397234,0.31398481328427086,0.3848033637561638
chr13,96923608,96925562,1954,0,0.3152216197940593,0.3491454444696341,0.48949088368006666,0.3846193159812534
chr2,174298768,174299496,728,0,0.37261685569105474,0.32880915525191257,0.4521379510395692,0.3845213206608455
chr8,95327732,95328983,1251,0,0.4612736394091392,0.43239276080745237,0.25953823678507115,0.3844015456672209
chr9,45430019,45431757,1738,0,0.36196757361313575,0.3191299494767792,0.47202870157738613,0.3843754082224337
chr2,158609524,158611713,2189,0,0.3819943225423656,0.3733048451941593,0.396881235956482,0.3840601345643356
chr12,57544683,57547304,2621,0,0.4662764938023007,0.44931365820523034,0.23571446691265208,0.38376820630672775
chr5,36867649,36870413,2764,0,0.3929053000725632,0.3716172984013733,0.38611417632135453,0.3835455915984303
chr13,35967868,35970042,2174,0,0.35360378233090856,0.3559885661883015,0.4410336323280464,0.3835419936157522
chr1,21960580,21962714,2134,0,0.4040133532073051,0.3993288922677824,0.3468002906204456,0.3833808453651777
chr18,80322349,80323211,862,0,0.5237129050743121,0.4858003926968058,0.14061958322836587,0.3833776269998279
chr17,83630558,83633582,3024,0,0.40785578430432623,0.3917577024282056,0.3498929368324317,0.3831688078549879
chr15,102974301,102984808,10507,0,0.3732332427426496,0.37831173510288363,0.3976049472147885,0.38304997502010724
chr2,179442209,179444038,1829,0,0.33190683828795065,0.341579644506631,0.4755909124504667,0.3830257984150161
chr15,35298675,35303200,4525,0,0.40651170041923845,0.39573772801341206,0.3467148912640521,0.38298810656556753
chr16,34571540,34574575,3035,0,0.40552263849590997,0.40014758463329475,0.342957404959794,0.3828758760296663
chr18,63385853,63387352,1499,0,0.36600571642759366,0.34978375194846417,0.4324143689919078,0.38273461245598855
chr1,62702648,62704908,2260,0,0.41988807378347615,0.4214576869569352,0.3066524559224396,0.38266607222095034
chr12,73041096,73041495,399,0,0.47828934038882726,0.45910731977526403,0.21035038640918846,0.38258234885775994
chr6,147262971,147264481,1510,0,0.33830446477728715,0.369995592097289,0.43932825917531226,0.38254277201662945
chr19,59074918,59075948,1030,0,0.331413370547133,0.33575295201654176,0.4800192311215414,0.38239518456173877
chr1,133163654,133164983,1329,0,0.3803112672162395,0.38363673601003895,0.3827575019377317,0.38223516838800337
chr4,9842938,9845816,2878,0,0.33837753018225497,0.33792006710680994,0.46885435687377525,0.38171731805428005
chr3,117574976,117575922,946,0,0.43201746705525407,0.37705488046831387,0.3356055781194225,0.38155930854766346
chr17,14278781,14280875,2094,0,0.32458176401953226,0.29393719610987296,0.5260168040488437,0.38151192139274964
chr17,25951267,25952421,1154,0,0.3796366015886162,0.3724612714722238,0.3923318120030838,0.38147656168797456
chr4,66402934,66404748,1814,0,0.426684386690485,0.41551911128412417,0.3022221240920878,0.3814752073555656
chr4,114842655,114843856,1201,0,0.36298223578389494,0.37478899596986526,0.40662030430676266,0.3814638453535076
chr2,74749302,74750561,1259,0,0.38589177951178416,0.3919750666538331,0.36647219476582277,0.3814463469771467
chr13,36726096,36728609,2513,0,0.3738809935329311,0.3803192653853802,0.38941033909210354,0.38120353267013823
chr1,93100339,93102272,1933,0,0.37946265753725644,0.37137663605449917,0.3922700163512101,0.38103643664765524
chr6,120492183,120494320,2137,0,0.3842751200933374,0.37875496827052163,0.3799401026733137,0.3809900636790576
chr11,119039457,119043319,3862,0,0.3691416040349208,0.3320168406368762,0.4414907793102185,0.3808830746606719
chr11,35797620,35799365,1745,0,0.4238929982994824,0.3670835444336613,0.35121863309497875,0.38073172527604077
chr2,131053782,131055159,1377,0,0.387002139313754,0.3799171173797137,0.3745602540955112,0.380493170262993
chr5,31135971,31139284,3313,0,0.3939520115114543,0.3559776935069706,0.39017964804569866,0.3800364510213745
chr1,132298396,132299444,1048,0,0.3930033802818392,0.4060998696274113,0.34073008986173736,0.3799444465903293
chr4,47207918,47208937,1019,0,0.3274075779175845,0.30826199496372947,0.5041004107464475,0.3799233278759205
chr11,119046536,119048907,2371,0,0.3629756759175198,0.3410441696525956,0.4343143600960607,0.3794447352220587
chr11,64434764,64436835,2071,0,0.35101734509333066,0.3407818468943717,0.4460405532117819,0.3792799150664947
chr12,57542042,57543507,1465,0,0.4136381739027107,0.382868694127886,0.34132115788341866,0.3792760086380051
chr13,92425526,92427257,1731,0,0.4085372846191051,0.414942785784217,0.31391470657689985,0.37913159232674065
chr9,21243953,21245556,1603,0,0.35390543119888496,0.3095908756258647,0.47349591789541073,0.3789974082400535
chr2,168280237,168281710,1473,0,0.34146472136603145,0.3417106376710568,0.4528715483397209,0.37868230245893636
chr2,151631868,151632686,818,0,0.38215723976999044,0.39882788963319293,0.3540610491279315,0.37834872617703824
chr7,25178299,25180310,2011,0,0.37968358188818185,0.37720516203159243,0.3780514907447626,0.3783134115548456
chr11,43775776,43776427,651,0,0.39784531829519293,0.38272247157186773,0.3543099561021509,0.3782925819897372
chr1,155243948,155245287,1339,0,0.4432773009694699,0.3956534920644341,0.29564724870628734,0.3781926805800638
chr11,75164832,75171290,6458,0,0.3922402607933916,0.38110658663135955,0.3606022572490539,0.37798303489126833
chr2,49787316,49788264,948,0,0.44328700624703127,0.450033766886007,0.24049752289564222,0.37793943200956015
chr2,28917731,28918265,534,0,0.44849182499061074,0.4209778413014732,0.26432114843522336,0.3779302715757691
chr6,6877870,6882847,4977,0,0.3807611974842069,0.3696645536709966,0.38316108231576973,0.3778622778236578
chr14,78307017,78308195,1178,0,0.4033709269596121,0.34340611229338464,0.38617302103782414,0.3776500200969403
chr16,91228342,91228710,368,0,0.39990080420589924,0.4228505946091445,0.309776572328374,0.3775093237144726
chr14,32599191,32600488,1297,0,0.3648082368841604,0.4029211100631047,0.3647627411907517,0.3774973627126723
chr10,84754583,84760947,6364,0,0.3785581862162471,0.34845501652079297,0.40532576750192795,0.3774463234129894
chr13,94872074,94878043,5969,0,0.38697520930718227,0.3567864027953151,0.38840178392742714,0.37738779867664146
chr13,40703233,40705866,2633,0,0.4163858910584218,0.40896105789590953,0.3065871216031222,0.37731135685248446
chr6,23245618,23246231,613,0,0.40046952678351566,0.3741725957237071,0.35649009698030143,0.37704407316250804
chr4,139091365,139093412,2047,0,0.3926086410046504,0.3743398039636715,0.3637313129118739,0.3768932526267319
chr17,35320500,35321248,748,0,0.3847649663160195,0.3946734658203958,0.35123956847750987,0.3768926668713084
chr5,135089540,135090177,637,0,0.3726459841781633,0.4062496141575731,0.35122667176243766,0.37670742336605806
chr9,87015254,87016248,994,0,0.3510224379280706,0.33411254214642655,0.4446542201069943,0.37659640006049716
chr17,26431829,26432232,403,0,0.3861626019355252,0.3642160770342641,0.3778110325340839,0.3760632371679577
chr14,70519449,70521111,1662,0,0.4195285942404474,0.3865327093483136,0.3215986859219809,0.37588666317024727
chr4,109656907,109658866,1959,0,0.36549149179768603,0.4178223410191336,0.3441238611371712,0.3758125646513302
chr6,39117672,39118938,1266,0,0.4684615813897941,0.4459184079012655,0.2128136612433061,0.37573121684478855
chr1,74802795,74804010,1215,0,0.28330809230837506,0.2944569807751011,0.5488425273550943,0.3755358668128568
chr9,87738252,87741031,2779,0,0.36405100287345776,0.37526935795548666,0.3868035459122513,0.3753746355803986
chr1,4495824,4497848,2024,0,0.371730906282772,0.35699397650332687,0.3973097478126275,0.3753448768662421
chr12,71317753,71318615,862,0,0.3985658453931276,0.40752249417079306,0.31988881303344585,0.3753257175324555
chr11,83849548,83853969,4421,0,0.386877342290773,0.3905848658517606,0.3483421873876454,0.37526813184339297
chr11,3761583,3762527,944,0,0.43456140110979746,0.4346275258166602,0.2564438270639152,0.3752109179967909
chr1,9797539,9798897,1358,0,0.46055747266562014,0.4677391920759047,0.19710851295600956,0.3751350592325115
chr6,30957320,30959819,2499,0,0.37928364054615493,0.39383024079304724,0.35147218719617046,0.37486202284512427
chr5,130448412,130450244,1832,0,0.354863456648468,0.3647757474897486,0.4047062185197849,0.3747818075526672
chr12,108318379,108318893,514,0,0.3478950566692962,0.3564474769397267,0.41990060093223647,0.37474771151375313
chr8,25037813,25038939,1126,0,0.42727251787295684,0.38754852295635334,0.30864398092526846,0.3744883405848595
chr11,85840526,85842524,1998,0,0.38125397751720885,0.3943137313670999,0.3478121191653985,0.37445994268323574
chr1,181352016,181354101,2085,0,0.3418626671776434,0.32813074229592626,0.4531932722449073,0.3743955605728257
chr13,114455755,114460879,5124,0,0.40346026892570674,0.3814897803536622,0.33817157955099225,0.37437387627678703
chr10,71158966,71160213,1247,0,0.46047630323863603,0.4413583589377359,0.22113731161339173,0.37432399126325455
chr6,52167592,52169156,1564,0,0.42814278501276376,0.41371277996968964,0.28095236744987084,0.3742693108107747
chr10,23348045,23350871,2826,0,0.4010784884624426,0.36884236234318196,0.3527361387586309,0.3742189965214185
chr7,116030921,116035007,4086,0,0.39418209760746814,0.4067930350322205,0.3204901091972959,0.3738217472789948
chr12,109033083,109034048,965,0,0.40362120443617494,0.37115704521627135,0.34667851510547554,0.3738189215859739
chr19,48203684,48206942,3258,0,0.3356218684344975,0.3396821997124653,0.4460681994335224,0.3737907558601618
chr10,82984602,82986493,1891,0,0.35662070658303663,0.3336789646654287,0.43038638912414406,0.3735620201242031
chr4,107846079,107846661,582,0,0.34843762707302256,0.2855963662530862,0.4859839507104376,0.3733393146788488
chr6,28133015,28136274,3259,0,0.37174987338915577,0.3652357349117194,0.38237999659013394,0.37312186829700306
chr1,39192331,39195261,2930,0,0.3563186465036658,0.36138897368563583,0.40078567780831753,0.37283109933253966
chr6,52162847,52166555,3708,0,0.417649306221408,0.3643847296051854,0.33639709022236614,0.37281037534965317
chr8,122335743,122337376,1633,0,0.4142048725270156,0.42869687244657306,0.2750281851935099,0.37264331005569956
chr11,89301057,89303974,2917,0,0.3486171970029677,0.35007601564343066,0.41865636251313953,0.3724498583865126
chr12,54984522,54986738,2216,0,0.42198665479087294,0.4074006097775632,0.28792775760172296,0.3724383407233864
chr1,91802508,91802766,258,0,0.37000052545305256,0.3399100141689785,0.40727993924462363,0.3723968262888849
chr13,72626930,72630990,4060,0,0.38039927176624105,0.3670610300148494,0.36910260094564834,0.37218763424224627
chr15,102990434,102993251,2817,0,0.37856494688473163,0.3696142451482778,0.36715866146028947,0.3717792844977663
chr19,7164234,7166856,2622,0,0.3944622135312629,0.3943640656308084,0.32362063724378515,0.3708156388019521
chr2,13009480,13011904,2424,0,0.36414683145102195,0.37928751491750284,0.36829365942090336,0.3705760019298094
chr5,101661398,101662080,682,0,0.4095956140187225,0.41050824142793857,0.2913976691797032,0.37050050820878805
chr7,45832442,45834431,1989,0,0.46617376786924103,0.43600438536492536,0.20910702872732218,0.3704283939871629
chr10,94942318,94945896,3578,0,0.3674648689741191,0.37118360647828935,0.37257708855495,0.37040852133578617
chr2,80446110,80448994,2884,0,0.3553534868592807,0.36098628016725337,0.3929678678276783,0.3697692116180708
chr10,90828712,90830369,1657,0,0.4116561794096334,0.4068556924543983,0.2902730931730104,0.36959498834568066
chr8,119895856,119896240,384,0,0.42850793495780964,0.41119657094288214,0.2684454140715627,0.36938330665741814
chr17,79712651,79716391,3740,0,0.3339620079353281,0.3261509952932042,0.4473232009913195,0.3691454014066173
chr15,98775663,98779372,3709,0,0.34899821310946316,0.32955195680406885,0.42852982975101117,0.3690266665548478
chr8,92673201,92675026,1825,0,0.4528591254430366,0.40108840382285366,0.2529403979234458,0.36896264239644533
chr8,40862122,40863195,1073,0,0.3994903751426906,0.37283132512434475,0.33428555807551286,0.36886908611418273
chr9,56634196,56636517,2321,0,0.3335320805911833,0.3333301084642927,0.4393324813491787,0.3687315568015516
chr6,52310300,52315811,5511,0,0.3657912471833521,0.3502070534957221,0.39009656725380776,0.36869828931096066
chr2,74732625,74734283,1658,0,0.426470566410117,0.4027317063591661,0.2768610982399814,0.36868779033642146
chr15,79803530,79805269,1739,0,0.42025454462552153,0.3788144179678434,0.30586036078107337,0.36830977445814606
chr17,56509517,56512283,2766,0,0.39718996629996556,0.3632204554071937,0.3442001541835827,0.36820352529691397
chr3,90464449,90467036,2587,0,0.3201916324623537,0.32065592624965833,0.46308953106897277,0.36797902992699494
chr16,94125152,94126013,861,0,0.44452321258930566,0.4656960724506801,0.19355070868318686,0.3679233312410575
chr6,55451798,55452837,1039,0,0.3505317617390013,0.33500967724670017,0.41742037512346203,0.36765393803638785
chr6,39870309,39873689,3380,0,0.3473282450177701,0.3362018529868237,0.41902003140935984,0.36751670980465123
chr1,74900292,74901352,1060,0,0.36142543156173723,0.31394289119500435,0.4261055690256378,0.3671579639274598
chr3,99256612,99257374,762,0,0.4031593996126557,0.388450444349585,0.3096945297592786,0.36710145790717313
chr12,84875412,84877093,1681,0,0.37604059971832027,0.3628382565785142,0.362199132662162,0.36702599631966554
chr12,56699830,56700775,945,0,0.39555852341670034,0.3429109083522924,0.36162053618858286,0.3666966559858585
chr18,15061683,15066523,4840,0,0.31422041088853925,0.31708103178826025,0.4680094720221996,0.3664369715663331
chr5,128432318,128433367,1049,0,0.4168093896329054,0.41709461211144055,0.2653225021012688,0.36640883461520496
chr12,98573954,98575547,1593,0,0.3506788772830204,0.36556251780635146,0.3827251272939183,0.36632217412776336
chr19,4711386,4713085,1699,0,0.4053569288731493,0.3937643888643504,0.29952937514176964,0.36621689762642307
chr6,99520005,99523848,3843,0,0.37813941964191283,0.3624422675739572,0.35800335013135953,0.36619501244907654
chr6,115360817,115362566,1749,0,0.3718142122787388,0.36697897263659285,0.35875031702131055,0.3658478339788807
chr19,6933361,6934465,1104,0,0.3462152608090623,0.30721456239600065,0.4440361769377426,0.36582200004760185
chr2,18607703,18610418,2715,0,0.39170054122236997,0.3594649229598833,0.3460257765163212,0.36573041356619146
chr1,170907403,170908812,1409,0,0.3804599610842704,0.3882184791074776,0.3278980625019346,0.36552550089789415
chr11,11684834,11686829,1995,0,0.41951504073456475,0.4328712937153165,0.24180521286277795,0.3647305157708864
chr4,126300822,126302183,1361,0,0.3279855872748271,0.3053899510768707,0.46031457741125836,0.36456337192098537
chr2,13792886,13794088,1202,0,0.4128174453183186,0.4445478525570072,0.23596467698900675,0.36444332495477755
chr15,83779542,83780389,847,0,0.4963970879503934,0.4455696984984635,0.1513193014671024,0.36442869597198646
chr13,53464082,53466652,2570,0,0.43947718056076074,0.4008241912397176,0.2524450387305242,0.3642488035103342
chr4,120267230,120269190,1960,0,0.4094075406004653,0.37799581535554455,0.305224594264024,0.3642093167400113
chr3,129223454,129225511,2057,0,0.3573624768422247,0.36273332784679035,0.3720437016044014,0.3640465020978055
chr16,9992271,9995866,3595,0,0.3458667620059269,0.2860482475135253,0.4600358754973583,0.3639836283389368
chr2,25289865,25291772,1907,0,0.32200741314006026,0.29851791435679514,0.471367543348573,0.36396429028180943
chr5,25099422,25101535,2113,0,0.36003565737353366,0.35823937516323806,0.3735422129149997,0.36393908181725715
chr5,99036395,99037704,1309,0,0.4255430562164505,0.37533910333227655,0.29086166564353605,0.363914608397421
chr15,87543885,87545264,1379,0,0.42814859482638945,0.3776861177922722,0.2852737224504149,0.36370281168969215
chr7,24432522,24433217,695,0,0.41546455924339926,0.3944175731786809,0.2811061561472279,0.363662762856436
chr16,85899265,85901663,2398,0,0.3841959588857246,0.37242490744441215,0.33340872186292103,0.36334319606435256
chr1,190978081,190979844,1763,0,0.3721429303970399,0.32384865727254525,0.39267578591430374,0.3628891245279629
chr2,74727084,74728926,1842,0,0.406523804701889,0.39482881189459085,0.2869069840409595,0.36275320021247975
chr14,68081918,68085509,3591,0,0.36541294075019126,0.3858348081827365,0.3362009736694643,0.3624829075341307
chr13,72623869,72624789,920,0,0.40145885812493515,0.3611501044954194,0.3247860767462944,0.3624650131222163
chr3,99240456,99242237,1781,0,0.3625965510648927,0.3772587787633602,0.34725613643554043,0.36237048875459776
chr12,84069372,84070086,714,0,0.39726710493945766,0.3741085349452117,0.31567186171967326,0.36234916720144755
chr2,24473554,24475171,1617,0,0.3701555243348088,0.3572834216124788,0.35958575145075344,0.362341565799347
chr15,102909939,102910862,923,0,0.3756275837617182,0.33641172504591343,0.37498506576923674,0.3623414581922894
chr2,118744780,118746995,2215,0,0.4163546756133418,0.42051024576805673,0.25010560130564646,0.3623235075623483
chr8,31089474,31090094,620,0,0.35541337560929814,0.35198769522002044,0.37953399047474456,0.36231168710135436
chr9,32539759,32545745,5986,0,0.34537573827659496,0.31797982549065057,0.4235405532992327,0.36229870568882605
chr4,101291978,101293632,1654,0,0.391135891402543,0.38897391373737117,0.30670558460802255,0.3622717965826456
chr6,52190425,52192869,2444,0,0.40214134722060874,0.40940971769673795,0.2746257048415393,0.362058923252962
chr2,45108663,45111333,2670,0,0.38221676682923966,0.39993485744217344,0.3032164544314959,0.3617893595676363
chr4,4137951,4139047,1096,0,0.35462461905924964,0.3995937722615264,0.3305185304973123,0.36157897393936284
chr19,46135282,46137796,2514,0,0.30913355672627973,0.3266973023711729,0.4483194361413332,0.3613834317462619
chr17,83213852,83216303,2451,0,0.3906575014095112,0.3874867699789782,0.30493999419163187,0.36102808852670715
chr14,104522027,104522808,781,0,0.4811962751557152,0.47863193008117105,0.12297934427203792,0.36093584983630805
chr19,36347600,36349920,2320,0,0.3750291905323576,0.35204754145451694,0.35530348383466986,0.3607934052738481
chr14,6888572,6891225,2653,0,0.3866291569351845,0.3557139263245016,0.34000945926370296,0.3607841808411297
chr7,131966529,131967419,890,0,0.286047162635774,0.30962563505896606,0.4863041473851539,0.36065898169329796
chr1,90998528,90999393,865,0,0.4143155722653938,0.4028168348145284,0.26472364458911823,0.3606186838896801
chr14,21993826,21995719,1893,0,0.3820805455025742,0.35033944045965554,0.34904885078045894,0.36048961224756293
chr4,102087388,102088474,1086,0,0.34948024471590694,0.3452900095242314,0.38613888777597677,0.36030304733870505
chr8,105270715,105271393,678,0,0.42155977549676193,0.41744186793895,0.24187905302548018,0.36029356548706404
chr13,100551302,100553330,2028,0,0.3506739385510605,0.3383699930307156,0.39110799081419445,0.36005064079865684
chr5,106451576,106452365,789,0,0.3604902235555767,0.3592491551882055,0.36027716295186124,0.36000551389854785
chr5,143287591,143288481,890,0,0.35919287997394117,0.348413479566575,0.37222007305517024,0.3599421441985622
chr14,63268723,63268925,202,0,0.4934744899901755,0.4475696139106306,0.13789054708006318,0.35964488366028974
chr4,36949826,36952548,2722,0,0.3256771567570678,0.31683549414153844,0.4358600566736513,0.3594575691907525
chr3,62338583,62340209,1626,0,0.3632113973628283,0.3557205377485748,0.35917317866878534,0.3593683712600628
chr14,104465158,104468530,3372,0,0.424097231119653,0.42364492886581917,0.23029546146761937,0.35934587381769717
chr2,70560365,70564560,4195,0,0.3714748649682259,0.3540433800920571,0.3525040971651384,0.3593407807418072
chr11,96195874,96196225,351,0,0.3951198234889028,0.38881044342286014,0.29368398947232455,0.3592047521280291
chr17,67353252,67355179,1927,0,0.3824116156011616,0.33958800340350537,0.35494251992136683,0.35898071297534456
chr7,135410397,135411012,615,0,0.34621590199800206,0.3510517615967876,0.37873940533658584,0.35866902297712516
chr5,135250143,135251486,1343,0,0.36699242125486564,0.33932722701729884,0.36910462870998784,0.35847475899405074
chr18,67088095,67089434,1339,0,0.37836419261532217,0.34363824393088477,0.35322953840740706,0.3584106583178714
chr4,143348973,143350732,1759,0,0.3659300355838948,0.3557328415319852,0.35353010305941235,0.3583976600584308
chr13,73271473,73272259,786,0,0.3947668286612359,0.37459571939698383,0.30566947571842856,0.3583440079255495
chr7,24954146,24955694,1548,0,0.3425543305747666,0.32988684551556247,0.40115119454456927,0.35786412354496616
chr14,122490245,122491201,956,0,0.44098600436056884,0.42258175072280735,0.20930931510385947,0.3576256900624119
chr18,15149500,15151763,2263,0,0.3363716563449609,0.36588985485561726,0.37008167920412427,0.3574477301349008
chr9,98031900,98033747,1847,0,0.3444128034516605,0.34419743676055736,0.38372472187759904,0.3574449873632723
chr13,10359545,10361322,1777,0,0.35892613050438227,0.36823801009129736,0.34516984429481423,0.3574446616301647
chr2,36210649,36211089,440,0,0.36072602293072,0.36721831661987825,0.34435117470258003,0.3574318380843928
chr15,74515876,74520264,4388,0,0.26731441679304324,0.2661005409902959,0.5383151349271078,0.35724336423681563
chr2,31314087,31314823,736,0,0.40910101384804237,0.3632536775578261,0.29916713218220514,0.3571739411960246
chr6,114131081,114131817,736,0,0.47822554870395334,0.4114678498870666,0.18162220782362287,0.35710520213821423
chr1,132067495,132068184,689,0,0.43518160429035035,0.44023578635709026,0.1948083099506623,0.35674190019936763
chr9,24770043,24771048,1005,0,0.3338560776381135,0.34876497744496743,0.3874659964107637,0.35669568383128153
chr18,77185100,77186263,1163,0,0.33661981729888607,0.3210658497319,0.41200978657137655,0.35656515120072085
chr1,134708318,134709904,1586,0,0.3030148265199317,0.3058855431702725,0.46068581768199623,0.35652872912406686
chr2,90885323,90886112,789,0,0.36663836328889127,0.36770960992480894,0.33515883492406623,0.35650226937925544
